id,base_pkg,adv_pkg,attack_type,response_count,likert_scores,considering_scores,confusability_cat
632,merge-defaults,merge-options-default,semantic substitution,3,"[4, 4, 5]","[4, 4, 5]",Confusing
261,datauri,dataurl,homographic replacement,3,"[4, 4, 4]","[4, 4, 4]",Confusing
517,jest-transform-yaml,jest-yaml-transform,sequence reordering,3,"[4, 4, 4]","[4, 4, 4]",Confusing
563,jspath,path.js,sequence reordering,3,"[4, 4, 4]","[4, 4, 4]",Confusing
309,easy-peasy,quick,semantic substitution,4,"[4, 4, 3]","[4, 4, 3]",Mildly Confusing
331,es-check,tscheck,delimiter modification,4,"[4, 4, 3]","[4, 4, 3]",Mildly Confusing
465,http-proxy,https-proxy,grammatical substitution,4,"[4, 4, 3]","[4, 4, 3]",Mildly Confusing
740,php-serialize,serializeapp,asemantic substitution,3,"[4, 4, 3]","[4, 4, 3]",Mildly Confusing
813,react-mathjax,mathjax-react,sequence reordering,3,"[4, 4, 3]","[4, 4, 3]",Mildly Confusing
33,@koa/cors,@goa/cors,scope confusion,4,"[4, 4, 3, 2]","[4, 2, 4]",Mildly Confusing
591,load-cfg,load-js,asemantic substitution,3,"[4, 4, 2]","[4, 4, 2]",Mildly Confusing
595,lodash,lodash.first,prefix/ suffix augmentation,4,"[4, 4, 2]","[4, 4, 2]",Mildly Confusing
787,qw,pw,homographic replacement,3,"[4, 4, 2]","[4, 4, 2]",Mildly Confusing
161,bower,bowe,grammatical substitution,4,"[4, 4, 1]","[4, 4, 1]",Mildly Confusing
536,js-xdr,xd.js,grammatical substitution,4,"[4, 4, 1]","[4, 4, 1]",Mildly Confusing
14,@azure/core-client,@azure-rest/core-client,scope confusion,4,"[4, 3, 5]","[4, 3, 5]",Mildly Confusing
526,jquery.cookie,cookie_js,semantic substitution,3,"[4, 3, 5]","[4, 3, 5]",Mildly Confusing
609,logrocket,rocketlog,sequence reordering,3,"[4, 3, 5]","[4, 3, 5]",Mildly Confusing
821,react-page-visibility,react-page,simplification,3,"[4, 3, 5]","[4, 3, 5]",Mildly Confusing
159,bootstrap-css-only,bootstrap-only-css,sequence reordering,4,"[4, 3, 5, 4]","[4, 4, 4]",Confusing
212,conf,corf,homographic replacement,3,"[4, 3, 4]","[4, 3, 4]",Mildly Confusing
259,data-urls,dataurl,grammatical substitution,4,"[4, 3, 4]","[4, 3, 4]",Mildly Confusing
267,db-migrate-pg,pg-db-migrate,sequence reordering,3,"[4, 3, 4]","[4, 3, 4]",Mildly Confusing
914,semver-utils,sass-semver,asemantic substitution,3,"[4, 3, 4]","[4, 3, 4]",Mildly Confusing
1102,winston,winston-sugar,prefix/ suffix augmentation,3,"[4, 3, 4]","[4, 3, 4]",Mildly Confusing
700,object-refs,ref-object,grammatical substitution,4,"[4, 3, 4, 5]","[3, 4, 3]",Not Confusing
170,builder-util,utils-builder,grammatical substitution,4,"[4, 3, 4, 4]","[4, 4, 3]",Mildly Confusing
755,postcss-sass,sass-imports,asemantic substitution,4,"[4, 3, 4, 2]","[4, 4, 4]",Confusing
925,simple-git,simple-git-changelog,prefix/ suffix augmentation,4,"[4, 3, 4, 2]","[4, 3, 4]",Mildly Confusing
90,@ucast/core,@bcase/core,scope confusion,3,"[4, 3, 3]","[4, 3, 3]",Not Confusing
776,pure-rand,pure,simplification,3,"[4, 3, 3]","[4, 3, 3]",Not Confusing
137,axios-hooks,axios-actions,asemantic substitution,5,"[4, 3, 3, 5, 1]","[1, 5, 4]",Mildly Confusing
26,@graphql-toolkit/core,@graphql-tools/core,scope confusion,4,"[4, 3, 2]","[4, 3, 2]",Not Confusing
501,is-map,map,simplification,3,"[4, 3, 2]","[4, 3, 2]",Not Confusing
557,json2mq,mql2,asemantic substitution,4,"[4, 3, 2]","[4, 3, 2]",Not Confusing
531,js-logger,fslogger,delimiter modification,4,"[4, 3, 2, 4]","[2, 2, 4]",Not Confusing
535,js-types,typer.js,delimiter modification,4,"[4, 3, 2, 3]","[3, 4, 2]",Not Confusing
640,micro,rubik-micro,prefix/ suffix augmentation,4,"[4, 3, 2, 3]","[3, 2, 3]",Not Confusing
648,mock-fs,mockfs,delimiter modification,3,"[4, 3, 1]","[4, 3, 1]",Not Confusing
666,mux.js,bpmux,asemantic substitution,3,"[4, 3, 1]","[4, 3, 1]",Not Confusing
197,color-rgba,colour-rgba,alternate spelling,7,"[4, 3, 1, 6, 3, 5]","[3, 6, 4]",Mildly Confusing
398,fstream,sscanf,semantic substitution,4,"[4, 3, 1, 3]","[3, 3, 3]",Not Confusing
389,formik,form,simplification,4,"[4, 3, 1, 1]","[1, 1, 1]",Not Confusing
665,mustache,moustache,alternate spelling,6,"[4, 2, 6, 5, 6, 2]","[2, 5, 6]",Mildly Confusing
1078,videojs-ie8,videojs-ima,asemantic substitution,4,"[4, 2, 6, 3]","[3, 3, 6]",Not Confusing
271,deep-object-diff,deep-diff-object,sequence reordering,3,"[4, 2, 5]","[4, 2, 5]",Mildly Confusing
445,gulp-file,gulpfile,delimiter modification,4,"[4, 2, 5]","[4, 2, 5]",Mildly Confusing
710,odata-parser,@odata/parser,scope confusion,3,"[4, 2, 5]","[4, 2, 5]",Mildly Confusing
790,random,ml-random,prefix/ suffix augmentation,3,"[4, 2, 5]","[4, 2, 5]",Mildly Confusing
139,babel-jest,buble-jest,homophonic similarity,4,"[4, 2, 5, 5]","[5, 4, 5]",Confusing
915,semver-utils,semver-dedupe,asemantic substitution,3,"[4, 2, 4]","[4, 2, 4]",Mildly Confusing
1103,worker-timers,worker-timer,grammatical substitution,3,"[4, 2, 4]","[4, 2, 4]",Mildly Confusing
314,email-templates,email-template,grammatical substitution,4,"[4, 2, 4, 6]","[4, 4, 2]",Mildly Confusing
701,object-values,value-object,grammatical substitution,4,"[4, 2, 4, 6]","[2, 4, 4]",Mildly Confusing
13,@aws-sdk/client-sts,@aws-sdk/client-sms,scope confusion,4,"[4, 2, 4, 2]","[2, 2, 4]",Not Confusing
579,lazy.js,lice-js,homophonic similarity,4,"[4, 2, 4, 1]","[1, 1, 1]",Not Confusing
89,@types/yup,@types/yui,scope confusion,3,"[4, 2, 3]","[4, 2, 3]",Not Confusing
148,base64-js,base64-emoji,asemantic substitution,4,"[4, 2, 3]","[4, 2, 3]",Not Confusing
209,compute-dims,compute,simplification,4,"[4, 2, 3]","[4, 2, 3]",Not Confusing
27,@iconify/icons-mdi,@iconify/icons-mi,scope confusion,4,"[4, 2, 3, 4]","[4, 3, 4]",Mildly Confusing
165,buffer,as-buffer,prefix/ suffix augmentation,4,"[4, 2, 3, 3]","[3, 3, 4]",Not Confusing
227,create-error-class,error-class,simplification,4,"[4, 2, 3, 3]","[2, 4, 4]",Mildly Confusing
37,@material/dialog,@arterial/dialog,scope confusion,3,"[4, 2, 2]","[4, 2, 2]",Not Confusing
458,hooks,hocs,homophonic similarity,4,"[4, 2, 2]","[4, 2, 2]",Not Confusing
482,ini,i-ui,homographic replacement,3,"[4, 2, 2]","[4, 2, 2]",Not Confusing
533,js-stringify,stringify,simplification,3,"[4, 2, 2]","[4, 2, 2]",Not Confusing
448,hapi-swagger,hippie-swagger,homophonic similarity,4,"[4, 2, 2, 4]","[2, 2, 2]",Not Confusing
758,pouchdb-errors,oauth2-errors,asemantic substitution,4,"[4, 2, 2, 3]","[3, 3, 4]",Not Confusing
893,sanitize-html,ng-sanitize,asemantic substitution,4,"[4, 2, 2, 2]","[4, 4, 2]",Mildly Confusing
896,scroll,left-scroll,prefix/ suffix augmentation,4,"[4, 2, 2, 2]","[4, 2, 2]",Not Confusing
354,ext-name,app-name,asemantic substitution,4,"[4, 2, 2, 1]","[4, 4, 4]",Confusing
346,events,vue-tabevents,prefix/ suffix augmentation,4,"[4, 2, 1]","[4, 2, 1]",Not Confusing
1023,tree-kill,freekill,homographic replacement,3,"[4, 2, 1]","[4, 2, 1]",Not Confusing
156,bl,b1,homographic replacement,4,"[4, 2, 1, 2]","[2, 2, 2]",Not Confusing
453,hawk,hike,homophonic similarity,4,"[4, 2, 1, 2]","[2, 2, 1]",Not Confusing
503,is-node,node.fs,delimiter modification,4,"[4, 2, 1, 2]","[2, 2, 4]",Not Confusing
857,require,moog-require,prefix/ suffix augmentation,4,"[4, 1, 6]","[4, 1, 6]",Mildly Confusing
831,react-sidebar,sidebar,simplification,3,"[4, 1, 5]","[4, 1, 5]",Mildly Confusing
20,@expo/json-file,@exponent/json-file,scope confusion,4,"[4, 1, 5, 4]","[1, 5, 1]",Not Confusing
401,gar,garden,prefix/ suffix augmentation,4,"[4, 1, 5, 2]","[1, 4, 5]",Mildly Confusing
101,analytics-utils,analyticscommons,asemantic substitution,4,"[4, 1, 4, 3]","[4, 4, 4]",Confusing
18,@emotion/utils,@emotionagency/utils,scope confusion,3,"[4, 1, 3]","[4, 1, 3]",Not Confusing
704,object.values,value-object,grammatical substitution,3,"[4, 1, 3]","[4, 1, 3]",Not Confusing
1033,tty,smitty,prefix/ suffix augmentation,3,"[4, 1, 3]","[4, 1, 3]",Not Confusing
1013,ticky,taco,homophonic similarity,4,"[4, 1, 3, 3]","[4, 4, 3]",Mildly Confusing
332,escape-quotes,unicode-escape,asemantic substitution,4,"[4, 1, 3, 1]","[3, 3, 3]",Not Confusing
412,github-buttons,inuit-buttons,asemantic substitution,4,"[4, 1, 3, 1]","[1, 4, 4]",Mildly Confusing
446,gzip-size,lists-size,asemantic substitution,4,"[4, 1, 2]","[4, 1, 2]",Not Confusing
585,level,level-proxy,prefix/ suffix augmentation,4,"[4, 1, 2]","[4, 1, 2]",Not Confusing
7,@aws-cdk/aws-kms,@aws-cdk/aws-fms,scope confusion,4,"[4, 1, 2, 3]","[4, 2, 1]",Not Confusing
800,react,reqid,homophonic similarity,4,"[4, 1, 2, 1]","[1, 4, 2]",Not Confusing
1096,web3,web3w,homophonic similarity,3,"[4, 1, 1]","[4, 1, 1]",Not Confusing
577,later,before,semantic substitution,4,"[4, 1, 1, 5]","[4, 1, 4]",Mildly Confusing
641,middy,motou,homophonic similarity,4,"[4, 1, 1, 3]","[3, 1, 3]",Not Confusing
897,scroll,scoped-scroll,prefix/ suffix augmentation,4,"[4, 1, 1, 3]","[3, 1, 4]",Not Confusing
214,console,conceal,homophonic similarity,4,"[4, 1, 1, 1]","[1, 1, 4]",Not Confusing
706,oboe,saxophone,semantic substitution,4,"[4, 1, 1, 1]","[4, 4, 4]",Confusing
424,google-map-react,react-maps-google,grammatical substitution,4,"[3, 6, 6, 6]","[6, 6, 6]",Very Highly Confusing
486,install,instal,alternate spelling,6,"[3, 6, 6, 4, 1, 2]","[1, 6, 2]",Not Confusing
983,supports-color,support-color,grammatical substitution,4,"[3, 6, 6, 1]","[3, 3, 6]",Not Confusing
142,babel-watch,watch-babel,sequence reordering,3,"[3, 6, 5]","[3, 6, 5]",Mildly Confusing
477,image-webpack-loader,webpack-image-loader,sequence reordering,3,"[3, 6, 5]","[3, 6, 5]",Mildly Confusing
828,react-router-hash-link,react-router-hashlink,delimiter modification,3,"[3, 6, 5]","[3, 6, 5]",Mildly Confusing
1098,webpack-bugsnag-plugins,webpack-bugsnag-plugin,grammatical substitution,3,"[3, 6, 5]","[3, 6, 5]",Mildly Confusing
484,inline-style-expand-shorthand,inline-style,simplification,4,"[3, 6, 5, 4]","[4, 3, 4]",Mildly Confusing
751,postal,postalworker,prefix/ suffix augmentation,4,"[3, 6, 5, 4]","[6, 4, 6]",Confusing
157,body,body-meta,prefix/ suffix augmentation,4,"[3, 6, 4, 4]","[4, 4, 6]",Confusing
155,binary-downloader,js-binary,asemantic substitution,4,"[3, 6, 4, 1]","[3, 6, 1]",Not Confusing
36,@material-icons/svg,material-icons-svg,scope confusion,4,"[3, 6, 3]","[3, 6, 3]",Not Confusing
519,jora,jona,homographic replacement,3,"[3, 6, 2]","[3, 6, 2]",Not Confusing
900,scroll,scrollup,prefix/ suffix augmentation,3,"[3, 6, 2]","[3, 6, 2]",Not Confusing
731,paths-js,path.js,grammatical substitution,3,"[3, 6, 1]","[3, 6, 1]",Not Confusing
433,graphql-scalars,graphql-scalar,grammatical substitution,3,"[3, 5, 6]","[3, 5, 6]",Mildly Confusing
570,koa-proxies,koa-proxy,grammatical substitution,4,"[3, 5, 6]","[3, 5, 6]",Mildly Confusing
772,promise-queue,promiser-queue,grammatical substitution,3,"[3, 5, 6]","[3, 5, 6]",Mildly Confusing
773,promise-request-retry,request-promise-retry,sequence reordering,3,"[3, 5, 6]","[3, 5, 6]",Mildly Confusing
851,regression,ml-logistic-regression,prefix/ suffix augmentation,3,"[3, 5, 6]","[3, 5, 6]",Mildly Confusing
430,graphql-cli,graph,simplification,4,"[3, 5, 6, 3]","[3, 6, 5]",Mildly Confusing
491,ipx,x-ip,delimiter modification,4,"[3, 5, 5]","[3, 5, 5]",Mildly Confusing
619,makeerror,createerror,semantic substitution,3,"[3, 5, 5]","[3, 5, 5]",Mildly Confusing
678,ng2-cookies,ng2-cookie,grammatical substitution,4,"[3, 5, 5, 5]","[5, 5, 5]",Highly Confusing
571,koa-route,koa-routes,grammatical substitution,4,"[3, 5, 5, 2]","[2, 2, 5]",Not Confusing
48,@parcel/core,@mareel/core,scope confusion,4,"[3, 5, 4]","[3, 5, 4]",Mildly Confusing
727,parseurl,parse_url,delimiter modification,3,"[3, 5, 4]","[3, 5, 4]",Mildly Confusing
779,qj,ql,homographic replacement,3,"[3, 5, 4]","[3, 5, 4]",Mildly Confusing
462,html-webpack-plugin,webpack-html-plugin,sequence reordering,3,"[3, 5, 3]","[3, 5, 3]",Not Confusing
439,grpc,etcd-grpc,prefix/ suffix augmentation,4,"[3, 5, 3, 4]","[3, 3, 3]",Not Confusing
750,post-robot,post,simplification,4,"[3, 5, 3, 4]","[5, 4, 3]",Mildly Confusing
189,cli-color,colour-cli,alternate spelling,7,"[3, 5, 3, 1, 3, 6]","[5, 6, 5]",Highly Confusing
287,dimport,bimport,homographic replacement,3,"[3, 5, 2]","[3, 5, 2]",Not Confusing
226,create-error,createerror,delimiter modification,4,"[3, 5, 2, 5]","[5, 5, 3]",Mildly Confusing
12,@aws-sdk/client-ssm,@aws-sdk/client-sms,scope confusion,4,"[3, 5, 2, 2]","[2, 2, 5]",Not Confusing
676,ng-recaptcha,ng-captcha,semantic substitution,3,"[3, 4, 6]","[3, 4, 6]",Mildly Confusing
679,ngx-countdown,anim-countdown,asemantic substitution,3,"[3, 4, 6]","[3, 4, 6]",Mildly Confusing
35,@lingui/cli,lingui-cli,scope confusion,4,"[3, 4, 5]","[3, 4, 5]",Mildly Confusing
677,ng2-charts,ng2charts,delimiter modification,4,"[3, 4, 5, 5]","[5, 5, 4]",Confusing
413,gitlab,nest-gitlab,prefix/ suffix augmentation,4,"[3, 4, 5, 1]","[5, 1, 5]",Mildly Confusing
722,parse-srcset,srcset-parse,sequence reordering,3,"[3, 4, 4]","[3, 4, 4]",Mildly Confusing
774,prop-types,prop-styles,semantic substitution,3,"[3, 4, 4]","[3, 4, 4]",Mildly Confusing
509,isarray,in-array,delimiter modification,4,"[3, 4, 4, 2]","[4, 4, 4]",Confusing
882,rx-lite,rxline,delimiter modification,3,"[3, 4, 3]","[3, 4, 3]",Not Confusing
1114,xpath.js,xpath2.js,homophonic similarity,3,"[3, 4, 3]","[3, 4, 3]",Not Confusing
74,@types/css,@types/cxs,scope confusion,3,"[3, 4, 2]","[3, 4, 2]",Not Confusing
326,envconf,flconf,asemantic substitution,4,"[3, 4, 2]","[3, 4, 2]",Not Confusing
525,jquery-validation,vue-validation,asemantic substitution,3,"[3, 4, 2]","[3, 4, 2]",Not Confusing
992,tape,taapi,homophonic similarity,3,"[3, 4, 2]","[3, 4, 2]",Not Confusing
456,hexo,hooox,homophonic similarity,4,"[3, 4, 2, 2]","[2, 2, 3]",Not Confusing
559,jsonp,json2po,homophonic similarity,4,"[3, 4, 2, 2]","[4, 2, 3]",Not Confusing
46,@openzeppelin/test-helpers,openzeppelin-test-helpers,scope confusion,4,"[3, 4, 1]","[3, 4, 1]",Not Confusing
631,mdurl,url-cmd,delimiter modification,4,"[3, 4, 1]","[3, 4, 1]",Not Confusing
44,@ngx-formly/material,@ngx-form/material,scope confusion,4,"[3, 3, 6]","[3, 3, 6]",Not Confusing
256,dart-sass,sass-dart,sequence reordering,3,"[3, 3, 6]","[3, 3, 6]",Not Confusing
528,js-cookie,cookies.js,grammatical substitution,4,"[3, 3, 6, 6]","[6, 6, 3]",Mildly Confusing
549,json-loader,sqlite-loader,semantic substitution,4,"[3, 3, 6, 3]","[3, 3, 6]",Not Confusing
455,helmet,helnet,homographic replacement,3,"[3, 3, 5]","[3, 3, 5]",Not Confusing
573,koa-static,koa-static-router,prefix/ suffix augmentation,3,"[3, 3, 5]","[3, 3, 5]",Not Confusing
1086,vue-markdown,vue-markdown2,homophonic similarity,3,"[3, 3, 5]","[3, 3, 5]",Not Confusing
337,eslint-plugin-jquery,eslint-plugin-javascript,semantic substitution,4,"[3, 3, 4]","[3, 3, 4]",Not Confusing
410,git-url-parse,parse-git-url,sequence reordering,3,"[3, 3, 4]","[3, 3, 4]",Not Confusing
1069,util-inspect,fs-inspect,asemantic substitution,4,"[3, 3, 4, 5]","[3, 3, 3]",Not Confusing
93,@vuepress/plugin-medium-zoom,vuepress-plugin-medium-zoom,scope confusion,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
210,concat-stream,co-concat-stream,prefix/ suffix augmentation,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
984,svelte-hmr,svelte-dts,asemantic substitution,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
991,tailwindcss,tailwindcss-no-scrollbar,prefix/ suffix augmentation,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
1065,use-http,usey-http,homophonic similarity,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
1105,xhr,flexhr,prefix/ suffix augmentation,3,"[3, 3, 3]","[3, 3, 3]",Not Confusing
886,sade,sidh,homophonic similarity,3,"[3, 3, 2]","[3, 3, 2]",Not Confusing
308,eases,es,simplification,3,"[3, 3, 1]","[3, 3, 1]",Not Confusing
1084,vue-lodash,odash,simplification,3,"[3, 3, 1]","[3, 3, 1]",Not Confusing
233,cron-validator,moleculer-cron,asemantic substitution,4,"[3, 3, 1, 2]","[3, 2, 3]",Not Confusing
248,csv-parser,parse-csv,grammatical substitution,4,"[3, 2, 6, 3]","[6, 3, 3]",Not Confusing
556,json2md,json2-mod,delimiter modification,3,"[3, 2, 5]","[3, 2, 5]",Not Confusing
889,sails-generate,sails-generate-static,prefix/ suffix augmentation,4,"[3, 2, 5, 6]","[6, 2, 5]",Mildly Confusing
28,@ionic/cli,ionic-cli,scope confusion,4,"[3, 2, 5, 5]","[5, 3, 5]",Mildly Confusing
147,base64-arraybuffer,arraybuffer-base64,sequence reordering,4,"[3, 2, 5, 5]","[2, 3, 2]",Not Confusing
741,picture-tuber,picture-tube,grammatical substitution,4,"[3, 2, 5, 5]","[3, 5, 2]",Not Confusing
836,react-time-picker,react-time,simplification,4,"[3, 2, 5, 4]","[3, 3, 3]",Not Confusing
266,datejs,ts-date,delimiter modification,4,"[3, 2, 5, 3]","[2, 5, 3]",Not Confusing
443,gud,guq,homographic replacement,4,"[3, 2, 5, 1]","[3, 5, 3]",Not Confusing
365,fela,fillo,homophonic similarity,3,"[3, 2, 4]","[3, 2, 4]",Not Confusing
924,simple-dom,dom-easy,semantic substitution,3,"[3, 2, 4]","[3, 2, 4]",Not Confusing
3,@angular/core,@angular-mdl/core,scope confusion,4,"[3, 2, 4, 4]","[4, 3, 4]",Mildly Confusing
1,@angular-redux/store,@angular-redux2/store,scope confusion,5,"[3, 2, 4, 2, 1]","[2, 2, 2]",Not Confusing
408,git-rev-sync,git-rev,simplification,4,"[3, 2, 4, 1]","[2, 4, 1]",Not Confusing
301,draft-js,craftjs,delimiter modification,4,"[3, 2, 3]","[3, 2, 3]",Not Confusing
1047,unidiff,unihooks,asemantic substitution,3,"[3, 2, 3]","[3, 2, 3]",Not Confusing
54,@remote-ui/core,@remote.it/core,scope confusion,4,"[3, 2, 3, 5]","[5, 3, 3]",Not Confusing
382,firebase-functions,firebase-functions-redirects,prefix/ suffix augmentation,4,"[3, 2, 3, 5]","[3, 3, 2]",Not Confusing
764,prettyjson,json-nice,semantic substitution,4,"[3, 2, 3, 1]","[2, 1, 3]",Not Confusing
330,errno,noerr,sequence reordering,3,"[3, 2, 2]","[3, 2, 2]",Not Confusing
668,napi-macros,mc-macros,asemantic substitution,4,"[3, 2, 2]","[3, 2, 2]",Not Confusing
837,react-time-picker,react-year-picker,semantic substitution,3,"[3, 2, 2]","[3, 2, 2]",Not Confusing
913,semver-intersect,circles-intersect,asemantic substitution,3,"[3, 2, 2]","[3, 2, 2]",Not Confusing
948,splitpanes,lodash.split,asemantic substitution,3,"[3, 2, 2]","[3, 2, 2]",Not Confusing
416,gl,gls,grammatical substitution,4,"[3, 2, 2, 6]","[6, 2, 3]",Not Confusing
221,copyfiles,files,simplification,4,"[3, 2, 2, 3]","[2, 3, 3]",Not Confusing
4,@antv/g6-plugin,@antv/f6-plugin,scope confusion,5,"[3, 2, 2, 3, 1]","[2, 3, 2]",Not Confusing
855,replace,replace-buffer,prefix/ suffix augmentation,4,"[3, 2, 2, 2]","[3, 2, 2]",Not Confusing
208,compress-commons,prosemirror-compress,asemantic substitution,4,"[3, 2, 2, 1]","[2, 2, 2]",Not Confusing
381,find-pkg,get-pkg,semantic substitution,4,"[3, 2, 1]","[3, 2, 1]",Not Confusing
360,fastify-multipart,fastify-cli,asemantic substitution,4,"[3, 2, 1, 1]","[1, 1, 2]",Not Confusing
325,envalid,valid-env,delimiter modification,4,"[3, 1, 6, 1]","[1, 1, 1]",Not Confusing
53,@reach/router,reach-router,scope confusion,4,"[3, 1, 5]","[3, 1, 5]",Not Confusing
399,g-i-s,gls,homographic replacement,3,"[3, 1, 5]","[3, 1, 5]",Not Confusing
617,mailgun.js,mail,simplification,3,"[3, 1, 5]","[3, 1, 5]",Not Confusing
124,array-sort,sort,simplification,4,"[3, 1, 4]","[3, 1, 4]",Not Confusing
134,autosize,autosizer,grammatical substitution,4,"[3, 1, 4]","[3, 1, 4]",Not Confusing
283,diacritic,diacriticless,prefix/ suffix augmentation,4,"[3, 1, 4]","[3, 1, 4]",Not Confusing
1016,title,talt,homophonic similarity,3,"[3, 1, 4]","[3, 1, 4]",Not Confusing
495,is-buffer,tsbuffer,delimiter modification,4,"[3, 1, 4, 3]","[3, 3, 3]",Not Confusing
981,stylus,styluss,grammatical substitution,3,"[3, 1, 3]","[3, 1, 3]",Not Confusing
1106,xml-crypto,xmlserializer,asemantic substitution,3,"[3, 1, 3]","[3, 1, 3]",Not Confusing
100,ammo,emmo,homographic replacement,4,"[3, 1, 3, 4]","[1, 3, 3]",Not Confusing
409,git-source,sourcebit,delimiter modification,4,"[3, 1, 3, 3]","[3, 3, 1]",Not Confusing
485,inquirer,monaca-inquirer,prefix/ suffix augmentation,4,"[3, 1, 3, 3]","[1, 3, 1]",Not Confusing
342,ethereum-ens,lasens,asemantic substitution,4,"[3, 1, 3, 1]","[3, 1, 3]",Not Confusing
497,is-fn,isbn,delimiter modification,4,"[3, 1, 2]","[3, 1, 2]",Not Confusing
930,sinon-test,simontest,homographic replacement,3,"[3, 1, 2]","[3, 1, 2]",Not Confusing
912,semver-intersect,bbox-intersect,asemantic substitution,4,"[3, 1, 2, 3]","[2, 2, 2]",Not Confusing
153,batch,batch-then,prefix/ suffix augmentation,4,"[3, 1, 2, 1]","[1, 2, 1]",Not Confusing
440,grpc-create-metadata,metadata,simplification,4,"[3, 1, 1]","[3, 1, 1]",Not Confusing
515,jest-junit,j2ts-junit,homophonic similarity,4,"[3, 1, 1]","[3, 1, 1]",Not Confusing
916,serve-placeholder,nuts-serve,asemantic substitution,3,"[3, 1, 1]","[3, 1, 1]",Not Confusing
104,angular2-moment,moment-js,asemantic substitution,4,"[3, 1, 1, 2]","[2, 1, 1]",Not Confusing
341,essentials,basics,semantic substitution,4,"[3, 1, 1, 1]","[1, 1, 1]",Not Confusing
436,graphql-typed,typed-vuex,asemantic substitution,4,"[3, 1, 1, 1]","[1, 1, 3]",Not Confusing
603,lodash.last,last-gmail,asemantic substitution,4,"[3, 1, 1, 1]","[1, 1, 3]",Not Confusing
112,apollo-link-error,@apollo/link-error,scope confusion,3,"[2, 6, 6]","[2, 6, 6]",Mildly Confusing
86,@types/pngjs,@types/pngjs2,scope confusion,3,"[2, 6, 5]","[2, 6, 5]",Mildly Confusing
760,preact,react-p,delimiter modification,3,"[2, 6, 5]","[2, 6, 5]",Mildly Confusing
845,reduce,reducer,grammatical substitution,3,"[2, 6, 5]","[2, 6, 5]",Mildly Confusing
866,rest,rest-seed,prefix/ suffix augmentation,3,"[2, 6, 5]","[2, 6, 5]",Mildly Confusing
726,parseuri,parse_url,homographic replacement,3,"[2, 6, 4]","[2, 6, 4]",Mildly Confusing
867,ret,ref,homographic replacement,3,"[2, 6, 4]","[2, 6, 4]",Mildly Confusing
905,scss-tokenizer,js-tokenizer,semantic substitution,4,"[2, 6, 4, 3]","[3, 6, 3]",Not Confusing
589,liquidjs,liquid.js,delimiter modification,4,"[2, 6, 3]","[2, 6, 3]",Not Confusing
712,onchange,on-change,delimiter modification,4,"[2, 6, 3, 6]","[3, 6, 6]",Mildly Confusing
442,grunt-eslint,grunt-yaml,semantic substitution,4,"[2, 6, 3, 3]","[3, 6, 6]",Mildly Confusing
73,@types/cron,@types/cson,scope confusion,4,"[2, 6, 2, 4]","[4, 6, 4]",Confusing
1017,tls,t-js,homographic replacement,3,"[2, 6, 1]","[2, 6, 1]",Not Confusing
1124,zustand,and,simplification,3,"[2, 6, 1]","[2, 6, 1]",Not Confusing
421,globalize,globalise,alternate spelling,7,"[2, 6, 1, 4, 6, 6, 6]","[6, 1, 6]",Mildly Confusing
820,react-p5,react-p,homophonic similarity,3,"[2, 5, 6]","[2, 5, 6]",Mildly Confusing
348,export-files,files,simplification,4,"[2, 5, 5]","[2, 5, 5]",Mildly Confusing
796,rc-slider,rc-slide,grammatical substitution,3,"[2, 5, 5]","[2, 5, 5]",Mildly Confusing
854,release-it,create-release-it,prefix/ suffix augmentation,4,"[2, 5, 5, 6]","[2, 6, 5]",Mildly Confusing
596,lodash,lodashsh,prefix/ suffix augmentation,4,"[2, 5, 5, 3]","[5, 3, 5]",Mildly Confusing
402,gauge,gage,alternate spelling,7,"[2, 5, 5, 1, 1, 3, 2]","[3, 5, 1]",Not Confusing
140,babel-merge,babe,simplification,3,"[2, 5, 4]","[2, 5, 4]",Mildly Confusing
472,hunspell-spellchecker,hunspell-spellcheck,simplification,3,"[2, 5, 4]","[2, 5, 4]",Mildly Confusing
698,object-assign-deep,deep-object-assign,sequence reordering,3,"[2, 5, 4]","[2, 5, 4]",Mildly Confusing
743,pino,pina,homographic replacement,3,"[2, 5, 4]","[2, 5, 4]",Mildly Confusing
931,sitemap-xml,xml-decorators,asemantic substitution,4,"[2, 5, 4, 2]","[2, 2, 2]",Not Confusing
454,haye,h-eye,homographic replacement,4,"[2, 5, 3]","[2, 5, 3]",Not Confusing
664,multimatch,match-iz,asemantic substitution,4,"[2, 5, 3]","[2, 5, 3]",Not Confusing
826,react-resize-detector,resize-sensor--react,semantic substitution,3,"[2, 5, 3]","[2, 5, 3]",Not Confusing
111,apollo-link-batch-http,@apollo/link-batch-http,scope confusion,3,"[2, 5, 2]","[2, 5, 2]",Not Confusing
464,http-assert,assert-helpers,asemantic substitution,4,"[2, 5, 2]","[2, 5, 2]",Not Confusing
716,os,es,homographic replacement,3,"[2, 5, 2]","[2, 5, 2]",Not Confusing
