Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Source
mplatlib,matplotlib or mplotlab,pip,"(1, 1)",,https://blog.sonatype.com/sonatype-catches-new-pypi-cryptomining-malware-via-automated-detection
learninglib,learnlib or mllearn,pip,"(10,)",,https://blog.sonatype.com/sonatype-catches-new-pypi-cryptomining-malware-via-automated-detection
telnet,telnetsrvlib,pip,"(6,)",,https://snyk.io/vuln/SNYK-PYTHON-URLIB3-40670
urlib3,urllib3,pip,"(1,)",,https://snyk.io/vuln/SNYK-PYTHON-URLIB3-40670
urllib,urllib3,pip,"(6,)",,https://snyk.io/vuln/SNYK-PYTHON-URLIB3-40670
diango,django,pip,"(2,)",,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
djago,django,pip,"(1,)",,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
dajngo,django,pip,"(1,)",,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
djanga,django,pip,"(1,)",,https://snyk.io/vuln/SNYK-PYTHON-DJANGA-72533
mitmproxy-iframe,mitmproxy,pip,"(4,)",,https://www.bleepingcomputer.com/news/security/pypi-removes-mitmproxy2-over-code-execution-concerns/
mitmproxy2,mitmproxy,pip,"(4,)",,https://www.bleepingcomputer.com/news/security/pypi-removes-mitmproxy2-over-code-execution-concerns/
pythonkafka,kafka-python,pip,"(7, 3)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
smb,pysmb,pip,"(6,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-mysqldb,MySQL-python,pip,"(7, 4)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-ftp,pyftpdlib,pip,"(8, 6, 3)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-sqlite,pysqlite,pip,"(8, 3)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
pytz3-dev,pytz,pip,"(4,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-openssl,openssl-python,pip,"(7,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-mongo,pymongodb,pip,"(8, 3, 6)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
nmap-python,python-nmap,pip,"(7,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
PyYMAL,pyyaml,pip,"(1,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
pysprak,pyspark,pip,"(1,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
libhtml5,html5lib,pip,"(7,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
libcurl,pycurl,pip,"(9,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-mysql,MySQL-python,pip,"(7,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
numipy,numpy,pip,"(1,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
mateplotlib,matplotlib,pip,"(1,)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
openvc,opencv-python,pip,"(6, 1)",,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
1-as_identity_function,1_as_identity_function,RubyGems,"(3,)",,Reversing Labs
1-as-identity_function,1_as_identity_function,RubyGems,"(3,)",,Reversing Labs
37_pieces-of-flair,37-pieces-of-flair,RubyGems,"(3,)",,Reversing Labs
3months-staff_schedule,3months_staff_schedule,RubyGems,"(3,)",,Reversing Labs
3months-staff-schedule,3months_staff_schedule,RubyGems,"(3,)",,Reversing Labs
3scale-client,3scale_client,RubyGems,"(3,)",,Reversing Labs
3scale-time_range,3scale_time_range,RubyGems,"(3,)",,Reversing Labs
3scale-time-range,3scale_time_range,RubyGems,"(3,)",,Reversing Labs
99designs_tasks,99designs-tasks,RubyGems,"(3,)",,Reversing Labs
a_test-gem,a-test-gem,RubyGems,"(3,)",,Reversing Labs
a-special_day,a_special_day,RubyGems,"(3,)",,Reversing Labs
a-special-day,a_special_day,RubyGems,"(3,)",,Reversing Labs
a-stupid_test_gem,a_stupid_test_gem,RubyGems,"(3,)",,Reversing Labs
a-stupid-test_gem,a_stupid_test_gem,RubyGems,"(3,)",,Reversing Labs
a1330ks-bmi,a1330ks_bmi,RubyGems,"(3,)",,Reversing Labs
a1408nw-Ounennhei,a1408nw_Ounennhei,RubyGems,"(3,)",,Reversing Labs
a1409yo-health,a1409yo_health,RubyGems,"(3,)",,Reversing Labs
a1412tk-bmi,a1412tk_bmi,RubyGems,"(3,)",,Reversing Labs
a1420ks-bmi,a1420ks_bmi,RubyGems,"(3,)",,Reversing Labs
a1426kt-prime_number,a1426kt_prime_number,RubyGems,"(3,)",,Reversing Labs
a1426kt-prime-number,a1426kt_prime_number,RubyGems,"(3,)",,Reversing Labs
a1436mm-age,a1436mm_age,RubyGems,"(3,)",,Reversing Labs
a1437ky-bmi3,a1437ky_bmi3,RubyGems,"(3,)",,Reversing Labs
a1439ty-bmiV3,a1439ty_bmiV3,RubyGems,"(3,)",,Reversing Labs
a1447ll-hpbd,a1447ll_hpbd,RubyGems,"(3,)",,Reversing Labs
a1447ll-mini_test,a1447ll_mini_test,RubyGems,"(3,)",,Reversing Labs
a1447ll-test,a1447ll_test,RubyGems,"(3,)",,Reversing Labs
a14z6ch-elapsed_days,a14z6ch_elapsed_days,RubyGems,"(3,)",,Reversing Labs
a14z6ch-elapsed-days,a14z6ch_elapsed_days,RubyGems,"(3,)",,Reversing Labs
a1501da-birthday,a1501da_birthday,RubyGems,"(3,)",,Reversing Labs
a1508ki-ika,a1508ki_ika,RubyGems,"(3,)",,Reversing Labs
a1510jy-bmi,a1510jy_bmi,RubyGems,"(3,)",,Reversing Labs
a1520mk-exercise4,a1520mk_exercise4,RubyGems,"(3,)",,Reversing Labs
a1521hk-age,a1521hk_age,RubyGems,"(3,)",,Reversing Labs
a1521hk-minitest_practice,a1521hk_minitest_practice,RubyGems,"(3,)",,Reversing Labs
a1521hk-minitest-practice,a1521hk_minitest_practice,RubyGems,"(3,)",,Reversing Labs
a1535yt-gem,a1535yt_gem,RubyGems,"(3,)",,Reversing Labs
a1539kh-calculator,a1539kh_calculator,RubyGems,"(3,)",,Reversing Labs
a1548sy-yamamoto,a1548sy_yamamoto,RubyGems,"(3,)",,Reversing Labs
a15666011-konagayoshi,a15666011_konagayoshi,RubyGems,"(3,)",,Reversing Labs
a15745105-ichinoki,a15745105_ichinoki,RubyGems,"(3,)",,Reversing Labs
a15745105-ichinokii,a15745105_ichinokii,RubyGems,"(3,)",,Reversing Labs
a15z7kn-niitsuma_2016_gem,a15z7kn_niitsuma_2016_gem,RubyGems,"(3,)",,Reversing Labs
a15z8my-name,a15z8my_name,RubyGems,"(3,)",,Reversing Labs
a1616ts-gem,a1616ts_gem,RubyGems,"(3,)",,Reversing Labs
a1624-bmi,a1624_bmi,RubyGems,"(3,)",,Reversing Labs
a1630ty-a1630ty,a1630ty_a1630ty,RubyGems,"(3,)",,Reversing Labs
a1632ma-ano,a1632ma_ano,RubyGems,"(3,)",,Reversing Labs
aai10_mechanize,aai10-mechanize,RubyGems,"(3,)",,Reversing Labs
aasm-active-fedora,aasm-active_fedora,RubyGems,"(3,)",,Reversing Labs
aasm-history,aasm_history,RubyGems,"(3,)",,Reversing Labs
aasm-ohm_persistence,aasm_ohm_persistence,RubyGems,"(3,)",,Reversing Labs
aastra-xml_api,aastra_xml_api,RubyGems,"(3,)",,Reversing Labs
aastra-xml-api,aastra_xml_api,RubyGems,"(3,)",,Reversing Labs
ab_split,ab-split,RubyGems,"(3,)",,Reversing Labs
ab-panel,ab_panel,RubyGems,"(3,)",,Reversing Labs
abbish-sequel_plugins,abbish_sequel_plugins,RubyGems,"(3,)",,Reversing Labs
abbreviated-methods,abbreviated_methods,RubyGems,"(3,)",,Reversing Labs
abbyy_cloud,abbyy-cloud,RubyGems,"(3,)",,Reversing Labs
abbyy_ruby,abbyy-ruby,RubyGems,"(3,)",,Reversing Labs
ability-engine,ability_engine,RubyGems,"(3,)",,Reversing Labs
ability-list,ability_list,RubyGems,"(3,)",,Reversing Labs
abiquo_api,abiquo-api,RubyGems,"(3,)",,Reversing Labs
abn-validator,abn_validator,RubyGems,"(3,)",,Reversing Labs
about-pos,about_pos,RubyGems,"(3,)",,Reversing Labs
absa_notify-me,absa-notify-me,RubyGems,"(3,)",,Reversing Labs
abstract-api_wrapper,abstract_api_wrapper,RubyGems,"(3,)",,Reversing Labs
abstract-importer,abstract_importer,RubyGems,"(3,)",,Reversing Labs
acceptance-tests_support,acceptance_tests_support,RubyGems,"(3,)",,Reversing Labs
acception_client,acception-client,RubyGems,"(3,)",,Reversing Labs
acception_subscriber,acception-subscriber,RubyGems,"(3,)",,Reversing Labs
accepts-nested_serialized_attributes,accepts_nested_serialized_attributes,RubyGems,"(3,)",,Reversing Labs
access-lint,access_lint,RubyGems,"(3,)",,Reversing Labs
access-policy,access_policy,RubyGems,"(3,)",,Reversing Labs
access-policy_rails,access_policy_rails,RubyGems,"(3,)",,Reversing Labs
access-policy-rails,access_policy_rails,RubyGems,"(3,)",,Reversing Labs
accessible-tooltip,accessible_tooltip,RubyGems,"(3,)",,Reversing Labs
accesslint_ci,accesslint-ci,RubyGems,"(3,)",,Reversing Labs
accredible_api-ruby,accredible-api-ruby,RubyGems,"(3,)",,Reversing Labs
accredible_ruby,accredible-ruby,RubyGems,"(3,)",,Reversing Labs
ace_client-ext,ace-client-ext,RubyGems,"(3,)",,Reversing Labs
ach-client,ach_client,RubyGems,"(3,)",,Reversing Labs
ackintosh-net-empty-port,ackintosh-net-empty_port,RubyGems,"(3,)",,Reversing Labs
acme_bleach,acme-bleach,RubyGems,"(3,)",,Reversing Labs
acme_cli,acme-cli,RubyGems,"(3,)",,Reversing Labs
acme_client,acme-client,RubyGems,"(3,)",,Reversing Labs
acme_heisenberg,acme-heisenberg,RubyGems,"(3,)",,Reversing Labs
acme_leeway,acme-leeway,RubyGems,"(3,)",,Reversing Labs
acme_pki,acme-pki,RubyGems,"(3,)",,Reversing Labs
acme_smileage,acme-smileage,RubyGems,"(3,)",,Reversing Labs
acme-base64-hexagrams,acme-base64_hexagrams,RubyGems,"(3,)",,Reversing Labs
acmesmith_designate,acmesmith-designate,RubyGems,"(3,)",,Reversing Labs
acmesmith_google-cloud-dns,acmesmith-google-cloud-dns,RubyGems,"(3,)",,Reversing Labs
acmesmith_google-cloud-storage,acmesmith-google-cloud-storage,RubyGems,"(3,)",,Reversing Labs
acmesmith_ns1,acmesmith-ns1,RubyGems,"(3,)",,Reversing Labs
acmesmith_verisign,acmesmith-verisign,RubyGems,"(3,)",,Reversing Labs
acpc-poker_basic_proxy,acpc_poker_basic_proxy,RubyGems,"(3,)",,Reversing Labs
acpc-poker_match_state,acpc_poker_match_state,RubyGems,"(3,)",,Reversing Labs
acpc-poker_player_proxy,acpc_poker_player_proxy,RubyGems,"(3,)",,Reversing Labs
acpc-poker_types,acpc_poker_types,RubyGems,"(3,)",,Reversing Labs
acpc-poker-basic_proxy,acpc_poker_basic_proxy,RubyGems,"(3,)",,Reversing Labs
acpc-poker-match_state,acpc_poker_match_state,RubyGems,"(3,)",,Reversing Labs
acpc-poker-player_proxy,acpc_poker_player_proxy,RubyGems,"(3,)",,Reversing Labs
acpc-poker-types,acpc_poker_types,RubyGems,"(3,)",,Reversing Labs
acquia-toolbelt,acquia_toolbelt,RubyGems,"(3,)",,Reversing Labs
act-as_enumerable,act_as_enumerable,RubyGems,"(3,)",,Reversing Labs
act-as_importable,act_as_importable,RubyGems,"(3,)",,Reversing Labs
act-as_nameable,act_as_nameable,RubyGems,"(3,)",,Reversing Labs
act-as_serializable,act_as_serializable,RubyGems,"(3,)",,Reversing Labs
act-as_time_as_boolean,act_as_time_as_boolean,RubyGems,"(3,)",,Reversing Labs
act-blue_reporter,act_blue_reporter,RubyGems,"(3,)",,Reversing Labs
action-cable_subscription_adapter,action_cable_subscription_adapter,RubyGems,"(3,)",,Reversing Labs
action-component,action_component,RubyGems,"(3,)",,Reversing Labs
action-links,action_links,RubyGems,"(3,)",,Reversing Labs
action-mailer_cache_delivery,action_mailer_cache_delivery,RubyGems,"(3,)",,Reversing Labs
action-meta_tags,action_meta_tags,RubyGems,"(3,)",,Reversing Labs
action-parameter,action_parameter,RubyGems,"(3,)",,Reversing Labs
action-pubsub,action_pubsub,RubyGems,"(3,)",,Reversing Labs
action-subscriber,action_subscriber,RubyGems,"(3,)",,Reversing Labs
actioncontroller-parameter-filter,actioncontroller-parameter_filter,RubyGems,"(3,)",,Reversing Labs
actionmailer-inline_css,actionmailer_inline_css,RubyGems,"(3,)",,Reversing Labs
actionmailer-localized-preview,actionmailer-localized_preview,RubyGems,"(3,)",,Reversing Labs
actionview-link-to_blank,actionview-link_to_blank,RubyGems,"(3,)",,Reversing Labs
actionview-link-to_block,actionview-link_to_block,RubyGems,"(3,)",,Reversing Labs
active_model-email-validator,active-model-email-validator,RubyGems,"(3,)",,Reversing Labs
active_profiling,active-profiling,RubyGems,"(3,)",,Reversing Labs
active-admin_filters_visibility,active_admin_filters_visibility,RubyGems,"(3,)",,Reversing Labs
active-admin_globalize3_locale_selector,active_admin_globalize3_locale_selector,RubyGems,"(3,)",,Reversing Labs
active-admin_import,active_admin_import,RubyGems,"(3,)",,Reversing Labs
active-admin_theme,active_admin_theme,RubyGems,"(3,)",,Reversing Labs
active-admin-advanced_create_another,active_admin-advanced_create_another,RubyGems,"(3,)",,Reversing Labs
active-admin-duplicatable,active_admin-duplicatable,RubyGems,"(3,)",,Reversing Labs
active-application,active_application,RubyGems,"(3,)",,Reversing Labs
active-comparison_validator,active_comparison_validator,RubyGems,"(3,)",,Reversing Labs
active-delivery,active_delivery,RubyGems,"(3,)",,Reversing Labs
active-explorer,active_explorer,RubyGems,"(3,)",,Reversing Labs
active-hash-like,active_hash-like,RubyGems,"(3,)",,Reversing Labs
active-link_to,active_link_to,RubyGems,"(3,)",,Reversing Labs
active-merchant_mollie,active_merchant_mollie,RubyGems,"(3,)",,Reversing Labs
active-merchant-mollie,active_merchant_mollie,RubyGems,"(3,)",,Reversing Labs
active-model_policy,active_model_policy,RubyGems,"(3,)",,Reversing Labs
active-model_serializer_plus,active_model_serializer_plus,RubyGems,"(3,)",,Reversing Labs
active-model_serializers_binary,active_model_serializers_binary,RubyGems,"(3,)",,Reversing Labs
active-model_serializers_cancancan,active_model_serializers_cancancan,RubyGems,"(3,)",,Reversing Labs
active-model_serializers_matchers,active_model_serializers_matchers,RubyGems,"(3,)",,Reversing Labs
active-model_serializers_pg,active_model_serializers_pg,RubyGems,"(3,)",,Reversing Labs
active-model_serializers_validator,active_model_serializers_validator,RubyGems,"(3,)",,Reversing Labs
active-model_serializers-cancan,active_model_serializers-cancan,RubyGems,"(3,)",,Reversing Labs
active-model_serializers-hash_wrapper,active_model_serializers-hash_wrapper,RubyGems,"(3,)",,Reversing Labs
active-model_serializers-jsonapi_embedded_records_deserializer,active_model_serializers-jsonapi_embedded_records_deserializer,RubyGems,"(3,)",,Reversing Labs
active-model_serializers-matchers,active_model_serializers_matchers,RubyGems,"(3,)",,Reversing Labs
active-model_type_validator,active_model_type_validator,RubyGems,"(3,)",,Reversing Labs
active-model_validates_intersection_of,active_model_validates_intersection_of,RubyGems,"(3,)",,Reversing Labs
active-model_validators_ex,active_model_validators_ex,RubyGems,"(3,)",,Reversing Labs
active-model_version_serializers,active_model_version_serializers,RubyGems,"(3,)",,Reversing Labs
active-model-attributes_validation,active_model-attributes_validation,RubyGems,"(3,)",,Reversing Labs
active-model-better_errors,active_model-better_errors,RubyGems,"(3,)",,Reversing Labs
active-model-password,active_model-password,RubyGems,"(3,)",,Reversing Labs
active-model-password_reset,active_model-password_reset,RubyGems,"(3,)",,Reversing Labs
active-model-permalink,active_model-permalink,RubyGems,"(3,)",,Reversing Labs
active-model-policy,active_model_policy,RubyGems,"(3,)",,Reversing Labs
active-press,active_press,RubyGems,"(3,)",,Reversing Labs
active-public_resources,active_public_resources,RubyGems,"(3,)",,Reversing Labs
active-publisher,active_publisher,RubyGems,"(3,)",,Reversing Labs
active-pubsub,active_pubsub,RubyGems,"(3,)",,Reversing Labs
active-record_fix_integer_limit,active_record_fix_integer_limit,RubyGems,"(3,)",,Reversing Labs
active-record_inline_schema,active_record_inline_schema,RubyGems,"(3,)",,Reversing Labs
active-record_lite,active_record_lite,RubyGems,"(3,)",,Reversing Labs
active-record_samplooper,active_record_samplooper,RubyGems,"(3,)",,Reversing Labs
active-record_serialize_json,active_record_serialize_json,RubyGems,"(3,)",,Reversing Labs
active-record_stats,active_record_stats,RubyGems,"(3,)",,Reversing Labs
active-redis_stats,active_redis_stats,RubyGems,"(3,)",,Reversing Labs
active-replica,active_record_replica,RubyGems,"(3,)",,Reversing Labs
active-replicas,active_replicas,RubyGems,"(3,)",,Reversing Labs
active-rest_client,active_rest_client,RubyGems,"(3,)",,Reversing Labs
active-scaffold_batch_vho,active_scaffold_batch_vho,RubyGems,"(3,)",,Reversing Labs
active-scaffold_config_list_vho,active_scaffold_config_list_vho,RubyGems,"(3,)",,Reversing Labs
active-search,active_search,RubyGems,"(3,)",,Reversing Labs
active-serializer,active_serializer,RubyGems,"(3,)",,Reversing Labs
active-subset_validator,active_subset_validator,RubyGems,"(3,)",,Reversing Labs
active-subset-validator,active_subset_validator,RubyGems,"(3,)",,Reversing Labs
active-support_alias_class_method,active_support_alias_class_method,RubyGems,"(3,)",,Reversing Labs
active-tools,active_tools,RubyGems,"(3,)",,Reversing Labs
active-validation,active_validation,RubyGems,"(3,)",,Reversing Labs
active-validator,active_validator,RubyGems,"(3,)",,Reversing Labs
ActiveAdmin_Globalize3-inputs,ActiveAdmin-Globalize3-inputs,RubyGems,"(3,)",,Reversing Labs
activeadmin_mongoid-localize,activeadmin-mongoid-localize,RubyGems,"(3,)",,Reversing Labs
activeadmin-globalize_inputs,activeadmin_globalize_inputs,RubyGems,"(3,)",,Reversing Labs
activeadmin-jfu_upload,activeadmin_jfu_upload,RubyGems,"(3,)",,Reversing Labs
activeadmin-searchable-select,activeadmin-searchable_select,RubyGems,"(3,)",,Reversing Labs
activemerchant_clickandbuy,activemerchant-clickandbuy,RubyGems,"(3,)",,Reversing Labs
activemerchant_payline,activemerchant-payline,RubyGems,"(3,)",,Reversing Labs
activemerchant-banklink,activemerchant_banklink,RubyGems,"(3,)",,Reversing Labs
activemodel_validators,activemodel-validators,RubyGems,"(3,)",,Reversing Labs
activemodel-base64-validator,activemodel-base64_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-behavior-validator,activemodel-behavior_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-can-validator,activemodel-can_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-email-address_validator,activemodel-email_address_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-immutable-validator,activemodel-immutable_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-ipaddr-validator,activemodel-ipaddr_validator,RubyGems,"(3,)",,Reversing Labs
activemodel-url-validator,activemodel-url_validator,RubyGems,"(3,)",,Reversing Labs
activerecord_databasevalidations,activerecord-databasevalidations,RubyGems,"(3,)",,Reversing Labs
activerecord_db-tools,activerecord-db-tools,RubyGems,"(3,)",,Reversing Labs
activerecord_denormalize,activerecord-denormalize,RubyGems,"(3,)",,Reversing Labs
activerecord_duplicate,activerecord-duplicate,RubyGems,"(3,)",,Reversing Labs
activerecord_implicit-order,activerecord-implicit-order,RubyGems,"(3,)",,Reversing Labs
activerecord_jdbcsplice-adapter,activerecord-jdbcsplice-adapter,RubyGems,"(3,)",,Reversing Labs
activerecord_like,activerecord-like,RubyGems,"(3,)",,Reversing Labs
activerecord_locking-symbolic,activerecord-locking-symbolic,RubyGems,"(3,)",,Reversing Labs
activerecord_postgresql-expression,activerecord-postgresql-expression,RubyGems,"(3,)",,Reversing Labs
activerecord_publishable,activerecord-publishable,RubyGems,"(3,)",,Reversing Labs
activerecord-database-validations,activerecord-database_validations,RubyGems,"(3,)",,Reversing Labs
activerecord-forbid-implicit_connection_checkout,activerecord-forbid_implicit_connection_checkout,RubyGems,"(3,)",,Reversing Labs
activerecord-globalize,activerecord_globalize,RubyGems,"(3,)",,Reversing Labs
activerecord-json_validator,activerecord_json_validator,RubyGems,"(3,)",,Reversing Labs
activerecord-msgpack-serializer,activerecord-msgpack_serializer,RubyGems,"(3,)",,Reversing Labs
activerecord-pluck-in_batches,activerecord-pluck_in_batches,RubyGems,"(3,)",,Reversing Labs
activerecord-rescue-from_duplicate,activerecord-rescue_from_duplicate,RubyGems,"(3,)",,Reversing Labs
activerecord-safe-initialize,activerecord-safe_initialize,RubyGems,"(3,)",,Reversing Labs
activerecord-serialize-coders,activerecord-serialize_coders,RubyGems,"(3,)",,Reversing Labs
activerecord-strict_validations,activerecord_strict_validations,RubyGems,"(3,)",,Reversing Labs
activerecord-suppress-range_error,activerecord-suppress_range_error,RubyGems,"(3,)",,Reversing Labs
acts-as_better_tree,acts_as_better_tree,RubyGems,"(3,)",,Reversing Labs
acts-as_commentable_with_replies,acts_as_commentable_with_replies,RubyGems,"(3,)",,Reversing Labs
acts-as_crafter,acts_as_crafter,RubyGems,"(3,)",,Reversing Labs
acts-as_explorable,acts_as_explorable,RubyGems,"(3,)",,Reversing Labs
acts-as_fuzzy_search,acts_as_fuzzy_search,RubyGems,"(3,)",,Reversing Labs
acts-as_journalized,acts_as_journalized,RubyGems,"(3,)",,Reversing Labs
acts-as_keywordable,acts_as_keywordable,RubyGems,"(3,)",,Reversing Labs
acts-as_likeable,acts_as_likeable,RubyGems,"(3,)",,Reversing Labs
acts-as_liked,acts_as_liked,RubyGems,"(3,)",,Reversing Labs
acts-as_list_with_sti_support,acts_as_list_with_sti_support,RubyGems,"(3,)",,Reversing Labs
acts-as_localized,acts_as_localized,RubyGems,"(3,)",,Reversing Labs
acts-as_multilingual,acts_as_multilingual,RubyGems,"(3,)",,Reversing Labs
acts-as_publicable,acts_as_publicable,RubyGems,"(3,)",,Reversing Labs
acts-as_publishable,acts_as_publishable,RubyGems,"(3,)",,Reversing Labs
acts-as_read_only_i18n_localised,acts_as_read_only_i18n_localised,RubyGems,"(3,)",,Reversing Labs
acts-as_splittable,acts_as_splittable,RubyGems,"(3,)",,Reversing Labs
acts-as_subscribable,acts_as_subscribable,RubyGems,"(3,)",,Reversing Labs
ad-search,ad_search,RubyGems,"(3,)",,Reversing Labs
adapter_elasticsearch,adapter-elasticsearch,RubyGems,"(3,)",,Reversing Labs
adapter_sqlite3,adapter-sqlite3,RubyGems,"(3,)",,Reversing Labs
adb_sdklib,adb-sdklib,RubyGems,"(3,)",,Reversing Labs
addons_client,addons-client,RubyGems,"(3,)",,Reversing Labs
address-validate,address_validate,RubyGems,"(3,)",,Reversing Labs
address-validator,address_validator,RubyGems,"(3,)",,Reversing Labs
addy-caddy_client,addy_caddy_client,RubyGems,"(3,)",,Reversing Labs
adequate-serializer,adequate_serializer,RubyGems,"(3,)",,Reversing Labs
administrate_field-mobility,administrate-field-mobility,RubyGems,"(3,)",,Reversing Labs
administrate_field-paperclip,administrate-field-paperclip,RubyGems,"(3,)",,Reversing Labs
administrate_field-password,administrate-field-password,RubyGems,"(3,)",,Reversing Labs
administrate-field-belongs-to_search,administrate-field-belongs_to_search,RubyGems,"(3,)",,Reversing Labs
admiral-stats_parser,admiral_stats_parser,RubyGems,"(3,)",,Reversing Labs
admob-site_stats,admob_site_stats,RubyGems,"(3,)",,Reversing Labs
adn_cli,adn-cli,RubyGems,"(3,)",,Reversing Labs
adtech_api-client,adtech-api-client,RubyGems,"(3,)",,Reversing Labs
advisors-command_client,advisors_command_client,RubyGems,"(3,)",,Reversing Labs
adwords-scraper,adwords_scraper,RubyGems,"(3,)",,Reversing Labs
adyen_ruby-api-library,adyen-ruby-api-library,RubyGems,"(3,)",,Reversing Labs
ae-validates-timeliness,ae-validates_timeliness,RubyGems,"(3,)",,Reversing Labs
aem_deploy,aem-deploy,RubyGems,"(3,)",,Reversing Labs
after-the_deadline,after_the_deadline,RubyGems,"(3,)",,Reversing Labs
agave_client,agave-client,RubyGems,"(3,)",,Reversing Labs
age-validator,age_validator,RubyGems,"(3,)",,Reversing Labs
agile_cli,agile-cli,RubyGems,"(3,)",,Reversing Labs
agnostic_duplicate,agnostic-duplicate,RubyGems,"(3,)",,Reversing Labs
airbrake_api,airbrake-api,RubyGems,"(3,)",,Reversing Labs
airbrake_statsd,airbrake-statsd,RubyGems,"(3,)",,Reversing Labs
airbrake-notifying_threads,airbrake_notifying_threads,RubyGems,"(3,)",,Reversing Labs
airbrake-proxy,airbrake_proxy,RubyGems,"(3,)",,Reversing Labs
airbrake-stats,airbrake_stats,RubyGems,"(3,)",,Reversing Labs
airbrake-user_attributes,airbrake_user_attributes,RubyGems,"(3,)",,Reversing Labs
airbrake-user_attributes_rails5,airbrake_user_attributes_rails5,RubyGems,"(3,)",,Reversing Labs
airservice-build_tools,airservice_build_tools,RubyGems,"(3,)",,Reversing Labs
ajax-submit_rails,ajax_submit_rails,RubyGems,"(3,)",,Reversing Labs
aker-cas-cli,aker-cas_cli,RubyGems,"(3,)",,Reversing Labs
alacrity-client,alacrity_client,RubyGems,"(3,)",,Reversing Labs
alcatraz_client,alcatraz-client,RubyGems,"(3,)",,Reversing Labs
alchemy-pg-search,alchemy-pg_search,RubyGems,"(3,)",,Reversing Labs
alephant_logger-statsd,alephant-logger-statsd,RubyGems,"(3,)",,Reversing Labs
alephant_publisher,alephant-publisher,RubyGems,"(3,)",,Reversing Labs
alephant_publisher-queue,alephant-publisher-queue,RubyGems,"(3,)",,Reversing Labs
alephant_publisher-request,alephant-publisher-request,RubyGems,"(3,)",,Reversing Labs
alerty_plugin-datadog-event,alerty-plugin-datadog_event,RubyGems,"(3,)",,Reversing Labs
alerty_plugin-ikachan,alerty-plugin-ikachan,RubyGems,"(3,)",,Reversing Labs
alerty_plugin-mail,alerty-plugin-mail,RubyGems,"(3,)",,Reversing Labs
alerty_plugin-slack,alerty-plugin-slack,RubyGems,"(3,)",,Reversing Labs
alerty-plugin-amazon-sns,alerty-plugin-amazon_sns,RubyGems,"(3,)",,Reversing Labs
alerty-plugin-datadog-event,alerty-plugin-datadog_event,RubyGems,"(3,)",,Reversing Labs
alexa-plugin_generator,alexa_plugin_generator,RubyGems,"(3,)",,Reversing Labs
algolia-places,algolia_places,RubyGems,"(3,)",,Reversing Labs
ali-dayu,ali_dayu,RubyGems,"(3,)",,Reversing Labs
ali-mns,ali_mns,RubyGems,"(3,)",,Reversing Labs
alias-class,alias_class,RubyGems,"(3,)",,Reversing Labs
alias-helper,alias_helper,RubyGems,"(3,)",,Reversing Labs
alias-metrics,alias_metrics,RubyGems,"(3,)",,Reversing Labs
alias-scope,alias_scope,RubyGems,"(3,)",,Reversing Labs
alias-to_method,alias_to_method,RubyGems,"(3,)",,Reversing Labs
