Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Source
opentelemetry-instrumentation-azure-sdk,@azure/opentelemetry-exporter-azure-monitor,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
quantum-jobs,@azure/quantum-jobs,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
storage-blob-changefeed,@azure/storage-blob-changefeed,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
storage-file-datalake,@azure/storage-file-datalake,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
storage-queue,@azure/storage-queue,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
synapse-access-control,@azure/synapse-access-control,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
synapse-artifacts,@azure/synapse-artifacts,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
synapse-managed-private-endpoints,@azure/synapse-managed-private-endpoints,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
synapse-monitoring,@azure/synapse-monitoring,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
synapse-spark,@azure/synapse-spark,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
video-analyzer-edge,@azure/video-analyzer-edge,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
web-pubsub,@azure/web-pubsub,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
web-pubsub-express,@azure/web-pubsub-express,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
eslint-config-cadl,@cadl-lang/eslint-config-cadl,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
openapi3,@cadl-lang/openapi3,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
prettier-plugin-cadl,@cadl-lang/prettier-plugin-cadl,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
